n_ws^third_max_value,ShearModulus_max_value,Group_composition_average,Column_composition_average,GSenergy_pa_composition_average,AtomicVolume_difference,ThirdIonizationEnergy_min_value,NsUnfilled_arithmetic_average,SecondIonizationEnergy_min_value,AtomicVolume_min_value,BCCenergy_pa_composition_average,ICSDVolume_min_value,NdValence_composition_average,valence_max_value,NsValence_arithmetic_average,valence_difference,Electronegativity_composition_average,IsBoron_difference,IsBoron_composition_average,IsBoron_arithmetic_average,valence_composition_average,NpUnfilled_difference,ShearModulus_difference,IsBoron_max_value,NValance_difference
1.64,38.0,10.8,10.8,-5.099824799,18574.195033509084,22.99,0.4,11.871,18.0021329803168,-3.7111900050000006,17.3,0.6000000000000001,5.0,1.6,4.0,2.555,0.0,0.0,0.0,2.4000000000000004,0.0,33.8,0.0,5.0
1.63,69.0,10.8,10.8,-5.2756326,18574.150436930217,22.99,0.2,11.871,18.0467295591839,-3.886997806,17.3,0.5,5.0,1.7999999999999998,4.0,2.545,0.0,0.0,0.0,2.4000000000000004,0.0,64.8,0.0,18.0
1.64,47.0,10.8,10.8,-4.984418715,18578.35226826842,22.99,0.2,11.871,13.8448982209802,-3.5957839210000007,13.8,0.5,5.0,1.7999999999999998,4.0,2.558,0.0,0.0,0.0,2.4000000000000004,0.0,42.8,0.0,5.0
1.52,44.0,10.8,10.8,-4.835253898,18574.560849330595,22.99,0.0,11.871,17.6363171588061,-3.432798268,17.3,0.4,4.0,2.0,2.0,2.582,0.0,0.0,0.0,2.4000000000000004,0.0,36.6,0.0,4.0
1.41,33.0,10.8,10.8,-4.9123270415,18568.97487339377,22.99,0.0,11.871,23.2222930956267,-3.5133989440000004,17.3,0.4,4.0,2.0,2.0,2.561,0.0,0.0,0.0,2.4,0.0,25.6,0.0,4.0
1.64,38.0,10.8,10.8,-5.038860246333001,18574.195033509084,22.99,0.4,11.871,18.0021329803168,-3.650084997,17.3,0.6000000000000001,5.0,1.6,4.0,2.55,0.0,0.0,0.0,2.4000000000000004,0.0,34.7,0.0,5.0
1.41,33.0,11.8,11.8,-4.441264327333,18568.93122322021,22.99,0.2,11.871,23.2659432691915,-3.029744357,17.3,1.2,5.0,1.7999999999999998,4.0,2.595,0.0,0.0,0.0,2.4000000000000004,1.0,29.7,0.0,14.0
1.63,69.0,10.8,10.8,-5.214668047333,18574.150436930217,22.99,0.2,11.871,18.0467295591839,-3.825892798,17.3,0.5,5.0,1.7999999999999998,4.0,2.54,0.0,0.0,0.0,2.4000000000000004,0.0,65.7,0.0,18.0
1.64,47.0,10.8,10.8,-4.923454162333,18578.35226826842,22.99,0.2,11.871,13.8448982209802,-3.5346789130000005,13.8,0.5,5.0,1.7999999999999998,4.0,2.553,0.0,0.0,0.0,2.4000000000000004,0.0,43.7,0.0,5.0
1.45,33.0,12.0,12.0,-5.2618368495,18569.92845529496,22.99,0.0,11.871,22.2687111944408,-3.8510467670000006,17.3,1.4,4.0,2.0,2.0,2.66,0.0,0.0,0.0,2.6,2.0,27.4,0.0,26.0
1.52,44.0,12.0,12.0,-5.043929628000001,18574.560849330595,22.99,0.0,11.871,17.6363171588061,-3.639708642,17.3,1.4,4.0,2.0,2.0,2.684,0.0,0.0,0.0,2.6,2.0,38.4,0.0,26.0
1.41,33.0,12.0,12.0,-5.121002771500001,18568.93122322021,22.99,0.0,11.871,23.2659432691915,-3.720309318000001,17.3,1.4,4.0,2.0,2.0,2.6630000000000003,0.0,0.0,0.0,2.6,2.0,27.4,0.0,26.0
1.64,38.0,10.8,10.8,-5.009169610500001,18574.195033509084,22.99,0.4,11.871,18.0021329803168,-3.620830234000001,17.3,0.6000000000000001,5.0,1.6,3.0,2.539,0.0,0.0,0.0,2.7,0.0,30.6,0.0,5.0
1.45,33.0,12.0,12.0,-5.2950385975000005,18569.92845529496,22.99,0.0,11.871,22.2687111944408,-3.882261854,17.3,1.4,4.0,2.0,2.0,2.623,0.0,0.0,0.0,2.6,2.0,25.6,0.0,16.0
1.52,44.0,12.0,12.0,-5.0771313760000005,18574.560849330595,22.99,0.0,11.871,17.6363171588061,-3.670923729,17.3,1.4,4.0,2.0,2.0,2.647,0.0,0.0,0.0,2.6,2.0,36.6,0.0,12.0
1.41,33.0,11.8,11.8,-4.533389269500001,18569.536190107043,22.99,0.0,11.03,22.6609763823586,-3.110934854,17.3,1.2,4.0,2.0,2.0,2.593,0.0,0.0,0.0,2.4000000000000004,2.0,26.9,0.0,12.0
1.45,33.0,10.8,10.8,-5.0672152485,18569.92845529496,22.99,0.0,11.03,22.2687111944408,-3.660563301,17.3,0.4,4.0,2.0,2.0,2.522,0.0,0.0,0.0,2.4000000000000004,0.0,26.9,0.0,16.0
1.5,33.0,11.8,11.8,-4.6142771155,18572.18078877279,22.99,0.0,11.03,20.0163777166128,-3.173299404,17.3,0.2,4.0,2.0,2.0,2.582,0.0,0.0,0.0,2.4000000000000004,2.0,26.9,0.0,4.0
1.41,33.0,11.8,11.8,-4.467890024000001,18568.93122322021,22.99,0.0,11.03,23.2659432691915,-3.0725909090000005,17.3,1.2,4.0,2.0,2.0,2.588,0.0,0.0,0.0,2.4000000000000004,2.0,26.9,0.0,12.0
1.52,44.0,10.8,10.8,-4.849308027,18574.560849330595,22.99,0.0,11.03,17.6363171588061,-3.449225176000001,17.3,0.4,4.0,2.0,2.0,2.5460000000000003,0.0,0.0,0.0,2.4000000000000004,0.0,37.9,0.0,4.0
1.41,33.0,10.8,10.8,-4.926381170500001,18568.93122322021,22.99,0.0,11.03,23.2659432691915,-3.529825852,17.3,0.4,4.0,2.0,2.0,2.525,0.0,0.0,0.0,2.4,0.0,26.9,0.0,4.0
1.64,38.0,12.0,12.0,-5.140103861,18574.195033509084,22.99,0.2,11.871,18.0021329803168,-3.7499263,17.3,1.6,5.0,1.8000000000000005,3.0,2.619,1.0,0.1,0.2,2.6,3.0,35.2,1.0,25.0
1.63,69.0,12.0,12.0,-5.315911662,18574.150436930217,22.99,0.0,11.871,18.0467295591839,-3.9257341010000006,17.3,1.5,5.0,2.0,3.0,2.609,1.0,0.1,0.2,2.6,3.0,66.2,1.0,25.0
1.41,33.0,11.8,11.8,-4.9245062445,18575.60274197189,20.52,0.0,11.871,16.5944245175099,-3.5143528390000007,16.6,0.3,4.0,2.0,2.0,2.58,1.0,0.1,0.2,2.4000000000000004,3.0,25.6,1.0,4.0
1.64,38.0,11.8,11.8,-5.2347414510000005,18575.12151853951,25.04,0.75,14.32,17.0756479498908,-3.851773352,17.0,1.8,5.0,1.25,4.0,2.656,0.0,0.0,0.0,2.5,0.0,8.0,0.0,10.0
1.64,38.0,11.8,11.8,-4.537326877,18574.195033509084,25.04,0.4,10.004,18.0021329803168,-3.1522880520000003,17.3,1.4,5.0,1.6,4.0,2.588,0.0,0.0,0.0,2.4000000000000004,2.0,33.1,0.0,13.0
1.64,38.0,11.8,11.8,-4.605306853,18574.195033509084,25.04,0.4,11.871,18.0021329803168,-3.191005692,17.3,1.4,5.0,1.6,4.0,2.604,0.0,0.0,0.0,2.4000000000000004,2.0,30.6,0.0,13.0
1.64,38.0,11.8,11.8,-4.6861946990000005,18574.195033509084,25.04,0.4,11.871,18.0021329803168,-3.2533702420000004,17.3,0.4,5.0,1.6,4.0,2.593,0.0,0.0,0.0,2.4000000000000004,2.0,30.6,0.0,5.0
1.64,38.0,11.8,11.8,-4.5398076075,18574.195033509084,25.04,0.4,11.871,18.0021329803168,-3.1526617470000007,17.3,1.4,5.0,1.6,4.0,2.599,0.0,0.0,0.0,2.4000000000000004,2.0,30.6,0.0,13.0
1.64,44.0,10.8,10.8,-4.9212256105000005,18574.560849330595,25.04,0.4,11.871,17.6363171588061,-3.5292960140000007,17.3,0.6000000000000001,5.0,1.6,4.0,2.557,0.0,0.0,0.0,2.4000000000000004,0.0,36.6,0.0,5.0
1.64,69.0,10.8,10.8,-5.219472542,18574.195033509084,25.04,0.5,14.32,18.0021329803168,-3.840843399,17.3,0.7,5.0,1.5,4.0,2.532,0.0,0.0,0.0,2.4,0.0,31.0,0.0,18.0
1.64,38.0,12.0,12.0,-5.25942762525,18574.195033509084,25.04,0.5,14.32,18.0021329803168,-3.877614511,17.3,1.8,5.0,1.5,4.0,2.644,1.0,0.1,0.25,2.6,3.0,0.0,1.0,12.0
1.64,69.0,12.0,12.0,-5.43523542625,18574.195033509084,25.04,0.4,14.32,18.0021329803168,-4.053422312,17.3,1.7,5.0,1.6,4.0,2.634,1.0,0.1,0.2,2.6,3.0,31.0,1.0,18.0
1.64,38.0,12.0,12.0,-5.224882291,18574.195033509084,25.04,0.5,14.32,18.0021329803168,-3.845165947000001,17.3,1.8,5.0,1.5,4.0,2.641,1.0,0.1,0.25,2.6,3.0,0.0,1.0,12.0
1.64,38.0,10.8,10.8,-5.067956066333,18574.195033509084,25.04,0.75,14.32,18.0021329803168,-3.689427035000001,17.3,0.8,5.0,1.25,4.0,2.545,0.0,0.0,0.0,2.4000000000000004,0.0,36.7,0.0,5.0
1.64,38.0,11.8,11.8,-4.470360147333,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.069086395,17.3,1.4,5.0,1.4,4.0,2.59,0.0,0.0,0.0,2.4,1.0,36.7,0.0,14.0
1.64,38.0,11.8,11.8,-4.8161668725,18575.60274197189,19.174,0.4,11.059,16.5944245175099,-3.415048447,16.6,0.5,5.0,1.6,4.0,2.574,1.0,0.1,0.2,2.4,3.0,24.0,1.0,5.0
1.64,38.0,11.8,11.8,-4.74285009075,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.3478688100000005,17.3,1.5,5.0,1.6,4.0,2.5940000000000003,1.0,0.1,0.2,2.4,3.0,24.0,1.0,12.0
1.64,38.0,11.8,11.8,-4.7083047565000005,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.3154202460000004,17.3,1.5,5.0,1.6,4.0,2.591,1.0,0.1,0.2,2.4,3.0,24.0,1.0,12.0
1.64,38.0,10.8,10.8,-5.145190786000001,18574.195033509084,25.04,0.75,14.32,18.0021329803168,-3.7663289130000006,17.3,0.8,5.0,1.25,4.0,2.561,0.0,0.0,0.0,2.4000000000000004,0.0,33.8,0.0,5.0
1.64,44.0,10.8,10.8,-4.880619885,18574.560849330595,25.04,0.4,13.58,17.6363171588061,-3.487937176,17.3,0.6000000000000001,5.0,1.6,4.0,2.588,0.0,0.0,0.0,2.4000000000000004,0.0,27.0,0.0,5.0
1.64,38.0,10.8,10.8,-4.9576930285000005,18574.195033509084,22.99,0.4,13.13,18.0021329803168,-3.5685378520000004,17.3,0.6000000000000001,5.0,1.6,4.0,2.567,0.0,0.0,0.0,2.4000000000000004,0.0,21.0,0.0,5.0
1.64,38.0,10.8,10.8,-5.084226233333,18574.195033509084,25.04,0.75,14.32,18.0021329803168,-3.705223905,17.3,0.8,5.0,1.25,4.0,2.556,0.0,0.0,0.0,2.4000000000000004,0.0,34.7,0.0,5.0
1.64,38.0,11.8,11.8,-4.486630314333,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.084883265,17.3,1.4,5.0,1.4,4.0,2.601,0.0,0.0,0.0,2.4,1.0,34.7,0.0,14.0
1.64,38.0,12.0,12.0,-5.3072028365,18574.195033509084,23.32,0.4,14.32,18.0021329803168,-3.9061856750000006,17.3,1.6,5.0,1.6,4.0,2.666,0.0,0.0,0.0,2.6,2.0,32.4,0.0,27.0
1.64,44.0,12.0,12.0,-5.089295615000001,18574.560849330595,25.04,0.4,13.58,17.6363171588061,-3.69484755,17.3,1.6,5.0,1.6,4.0,2.69,0.0,0.0,0.0,2.6,2.0,38.4,0.0,27.0
1.64,38.0,12.0,12.0,-5.166368758500001,18574.195033509084,22.99,0.4,13.13,18.0021329803168,-3.775448226000001,17.3,1.6,5.0,1.6,4.0,2.669,0.0,0.0,0.0,2.6,2.0,32.4,0.0,27.0
1.64,38.0,10.8,10.8,-5.0545355975,18574.195033509084,25.04,0.75,14.32,18.0021329803168,-3.675969142000001,17.3,0.8,5.0,1.25,4.0,2.545,0.0,0.0,0.0,2.7,0.0,0.0,0.0,5.0
1.64,38.0,12.0,12.0,-5.3404045845,18574.195033509084,23.32,0.4,14.32,18.0021329803168,-3.937400762,17.3,1.6,5.0,1.6,4.0,2.629,0.0,0.0,0.0,2.6,2.0,20.0,0.0,17.0
1.64,44.0,12.0,12.0,-5.122497363000001,18574.560849330595,25.04,0.4,13.58,17.6363171588061,-3.726062637,17.3,1.6,5.0,1.6,4.0,2.653,0.0,0.0,0.0,2.6,2.0,26.0,0.0,13.0
1.64,38.0,12.0,12.0,-5.199570506500001,18574.195033509084,22.99,0.4,13.13,18.0021329803168,-3.806663313000001,17.3,1.6,5.0,1.6,4.0,2.632,0.0,0.0,0.0,2.6,2.0,20.0,0.0,13.0
1.64,38.0,11.8,11.8,-4.5787552565,18574.195033509084,25.04,0.4,11.03,18.0021329803168,-3.166073762,17.3,1.4,5.0,1.6,4.0,2.599,0.0,0.0,0.0,2.4000000000000004,2.0,31.9,0.0,13.0
1.64,38.0,11.8,11.8,-4.6596431025000005,18574.195033509084,25.04,0.4,11.03,18.0021329803168,-3.228438312,17.3,0.4,5.0,1.6,4.0,2.588,0.0,0.0,0.0,2.4000000000000004,2.0,31.9,0.0,5.0
1.64,38.0,11.8,11.8,-4.513256011,18574.195033509084,25.04,0.4,11.03,18.0021329803168,-3.1277298170000005,17.3,1.4,5.0,1.6,4.0,2.5940000000000003,0.0,0.0,0.0,2.4000000000000004,2.0,31.9,0.0,13.0
1.64,44.0,10.8,10.8,-4.8946740140000005,18574.560849330595,25.04,0.4,11.03,17.6363171588061,-3.5043640840000005,17.3,0.6000000000000001,5.0,1.6,4.0,2.552,0.0,0.0,0.0,2.4000000000000004,0.0,37.9,0.0,5.0
1.64,38.0,12.0,12.0,-5.185469848,18574.195033509084,25.04,0.5,14.32,18.0021329803168,-3.805065208,17.3,1.8,5.0,1.5,4.0,2.625,1.0,0.1,0.25,2.6,3.0,35.2,1.0,26.0
1.64,38.0,11.8,11.8,-4.9698722315,18575.60274197189,20.52,0.4,12.24,16.5944245175099,-3.5694917470000007,16.6,0.5,5.0,1.6,4.0,2.5860000000000003,1.0,0.1,0.2,2.4,3.0,12.0,1.0,5.0
1.64,69.0,11.8,11.8,-5.410549252,18575.12151853951,25.04,0.6000000000000001,14.32,17.0756479498908,-4.027581153,17.0,1.7000000000000002,5.0,1.4,4.0,2.646,0.0,0.0,0.0,2.5,0.0,39.0,0.0,18.0
1.63,69.0,11.8,11.8,-5.586357053,18575.12151853951,34.83,0.5,21.49,17.0756479498908,-4.203388954,17.0,1.6,5.0,1.5,4.0,2.636,0.0,0.0,0.0,2.5,0.0,39.0,0.0,18.0
1.63,69.0,11.8,11.8,-4.713134678,18574.150436930217,30.502,0.2,10.004,18.0467295591839,-3.328095853,17.3,1.3,5.0,1.7999999999999998,4.0,2.5780000000000003,0.0,0.0,0.0,2.4000000000000004,2.0,64.1,0.0,18.0
1.63,69.0,10.8,10.8,-5.094552681,18574.560849330595,27.491,0.2,10.004,17.6363171588061,-3.70473012,17.3,0.5,5.0,1.7999999999999998,4.0,2.536,0.0,0.0,0.0,2.4000000000000004,0.0,64.1,0.0,18.0
1.63,69.0,11.8,11.8,-4.781114654,18574.150436930217,34.22,0.2,11.871,18.0467295591839,-3.366813493,17.3,1.3,5.0,1.7999999999999998,4.0,2.594,0.0,0.0,0.0,2.4000000000000004,2.0,61.6,0.0,18.0
1.63,69.0,10.8,10.8,-5.314940633,18574.150436930217,23.32,0.2,11.871,18.0467295591839,-3.91644194,17.3,0.5,5.0,1.7999999999999998,4.0,2.523,0.0,0.0,0.0,2.4000000000000004,0.0,61.6,0.0,18.0
1.63,69.0,11.8,11.8,-4.8620025,18574.150436930217,33.492,0.2,11.871,18.0467295591839,-3.4291780430000003,17.3,0.3,5.0,1.7999999999999998,4.0,2.583,0.0,0.0,0.0,2.4000000000000004,2.0,61.6,0.0,18.0
1.63,69.0,11.8,11.8,-4.7156154085,18574.150436930217,30.502,0.2,11.871,18.0467295591839,-3.328469548,17.3,1.3,5.0,1.7999999999999998,4.0,2.589,0.0,0.0,0.0,2.4000000000000004,2.0,61.6,0.0,18.0
1.63,69.0,10.8,10.8,-5.0970334115,18574.560849330595,27.491,0.2,11.871,17.6363171588061,-3.705103815,17.3,0.5,5.0,1.7999999999999998,4.0,2.547,0.0,0.0,0.0,2.4000000000000004,0.0,61.6,0.0,18.0
1.63,69.0,10.8,10.8,-5.174106555,18574.150436930217,22.99,0.2,11.871,18.0467295591839,-3.7857044910000006,17.3,0.5,5.0,1.7999999999999998,4.0,2.526,0.0,0.0,0.0,2.4000000000000004,0.0,61.6,0.0,18.0
1.64,69.0,10.8,10.8,-5.104066458,18578.35226826842,29.31,0.25,14.65,13.8448982209802,-3.725437315,13.8,0.6,5.0,1.75,4.0,2.535,0.0,0.0,0.0,2.4,0.0,22.0,0.0,18.0
1.64,69.0,12.0,12.0,-5.43523542625,18574.195033509084,25.04,0.4,14.32,18.0021329803168,-4.053422312,17.3,1.7000000000000002,5.0,1.6,4.0,2.634,1.0,0.1,0.2,2.6,3.0,31.0,1.0,18.0
1.63,69.0,12.0,12.0,-5.61104322725,18574.150436930217,30.71,0.25,20.51,18.0467295591839,-4.229230113,17.3,1.6,5.0,1.75,4.0,2.624,1.0,0.1,0.25,2.6,3.0,0.0,1.0,18.0
1.64,69.0,10.8,10.8,-5.2437638673330005,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.865234836,17.3,0.7,5.0,1.4,4.0,2.535,0.0,0.0,0.0,2.4,0.0,67.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.646167948333,18574.150436930217,25.3,0.4,16.53,18.0467295591839,-3.244894196,17.3,1.3,5.0,1.6,4.0,2.58,0.0,0.0,0.0,2.4,1.0,67.7,0.0,18.0
1.63,69.0,10.8,10.8,-5.419571668332999,18574.150436930217,45.72,0.5,25.1,18.0467295591839,-4.041042636999999,17.3,0.6,5.0,1.5,4.0,2.525,0.0,0.0,0.0,2.4000000000000004,0.0,67.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.9919746735,18575.60274197189,19.174,0.2,11.059,16.5944245175099,-3.590856248,16.6,0.4,5.0,1.7999999999999998,4.0,2.564,1.0,0.1,0.2,2.4,3.0,55.0,1.0,18.0
1.63,69.0,11.8,11.8,-4.91865789175,18574.150436930217,19.174,0.2,11.059,18.0467295591839,-3.523676611,17.3,1.4,5.0,1.7999999999999998,4.0,2.584,1.0,0.1,0.2,2.4,3.0,55.0,1.0,18.0
1.63,69.0,11.8,11.8,-4.8841125575,18574.150436930217,19.174,0.2,11.059,18.0467295591839,-3.491228047,17.3,1.4,5.0,1.7999999999999998,4.0,2.581,1.0,0.1,0.2,2.4,3.0,55.0,1.0,18.0
1.63,69.0,10.8,10.8,-5.2459836705,18574.150436930217,19.174,0.2,11.059,18.0467295591839,-3.843046651,17.3,0.5,5.0,1.7999999999999998,4.0,2.539,0.0,0.0,0.0,2.4,0.0,55.0,0.0,18.0
1.64,69.0,10.8,10.8,-5.320998587,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.942136714,17.3,0.7,5.0,1.4,4.0,2.551,0.0,0.0,0.0,2.4,0.0,64.8,0.0,18.0
1.63,69.0,10.8,10.8,-5.496806388,18574.150436930217,54.934,0.5,25.1,18.0467295591839,-4.117944515,17.3,0.6,5.0,1.5,4.0,2.541,0.0,0.0,0.0,2.4000000000000004,0.0,64.8,0.0,18.0
1.64,69.0,10.8,10.8,-5.205592503,18578.35226826842,29.31,0.4,14.65,13.8448982209802,-3.82673063,13.8,0.6,5.0,1.6,4.0,2.554,0.0,0.0,0.0,2.4,0.0,64.8,0.0,18.0
1.63,69.0,10.8,10.8,-5.056427686,18574.560849330595,27.491,0.2,13.58,17.6363171588061,-3.663744977,17.3,0.5,5.0,1.7999999999999998,4.0,2.5780000000000003,0.0,0.0,0.0,2.4000000000000004,0.0,52.0,0.0,18.0
1.63,69.0,10.8,10.8,-5.1335008295,18574.150436930217,22.99,0.2,13.13,18.0467295591839,-3.744345653,17.3,0.5,5.0,1.7999999999999998,4.0,2.557,0.0,0.0,0.0,2.4000000000000004,0.0,52.0,0.0,18.0
1.64,69.0,10.8,10.8,-5.2600340343330005,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.881031706,17.3,0.7,5.0,1.4,4.0,2.5460000000000003,0.0,0.0,0.0,2.4,0.0,65.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.662438115333,18574.150436930217,25.3,0.4,16.53,18.0467295591839,-3.260691066,17.3,1.3,5.0,1.6,4.0,2.591,0.0,0.0,0.0,2.4,1.0,65.7,0.0,18.0
1.63,69.0,10.8,10.8,-5.435841835332999,18574.150436930217,54.934,0.5,25.1,18.0467295591839,-4.056839506999999,17.3,0.6,5.0,1.5,4.0,2.536,0.0,0.0,0.0,2.4000000000000004,0.0,65.7,0.0,18.0
1.64,69.0,10.8,10.8,-5.144627950333,18578.35226826842,29.31,0.4,14.65,13.8448982209802,-3.765625622,13.8,0.6,5.0,1.6,4.0,2.549,0.0,0.0,0.0,2.4,0.0,65.7,0.0,18.0
1.63,69.0,12.0,12.0,-5.4830106375,18574.150436930217,23.32,0.2,14.925,18.0467295591839,-4.081993476,17.3,1.5,5.0,1.7999999999999998,4.0,2.656,0.0,0.0,0.0,2.6,2.0,63.4,0.0,27.0
1.63,69.0,12.0,12.0,-5.2651034160000005,18574.560849330595,27.491,0.2,13.58,17.6363171588061,-3.870655351,17.3,1.5,5.0,1.7999999999999998,4.0,2.68,0.0,0.0,0.0,2.6,2.0,63.4,0.0,27.0
1.63,69.0,12.0,12.0,-5.3421765595,18574.150436930217,22.99,0.2,13.13,18.0467295591839,-3.951256027,17.3,1.5,5.0,1.7999999999999998,4.0,2.659,0.0,0.0,0.0,2.6,2.0,63.4,0.0,27.0
1.64,69.0,10.8,10.8,-5.2303433985000005,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.851776943,17.3,0.7,5.0,1.4,4.0,2.535,0.0,0.0,0.0,2.7,0.0,31.0,0.0,18.0
1.63,69.0,10.8,10.8,-5.4061511995,18574.150436930217,40.0,0.5,25.1,18.0467295591839,-4.027584743999999,17.3,0.6,5.0,1.5,4.0,2.525,0.0,0.0,0.0,2.7,0.0,0.0,0.0,18.0
1.63,69.0,12.0,12.0,-5.5162123855,18574.150436930217,23.32,0.2,14.632,18.0467295591839,-4.113208563,17.3,1.5,5.0,1.7999999999999998,4.0,2.619,0.0,0.0,0.0,2.6,2.0,51.0,0.0,18.0
1.63,69.0,12.0,12.0,-5.298305164,18574.560849330595,27.491,0.2,13.58,17.6363171588061,-3.901870438,17.3,1.5,5.0,1.7999999999999998,4.0,2.643,0.0,0.0,0.0,2.6,2.0,51.0,0.0,18.0
1.63,69.0,12.0,12.0,-5.3753783075,18574.150436930217,22.99,0.2,13.13,18.0467295591839,-3.982471114,17.3,1.5,5.0,1.7999999999999998,4.0,2.622,0.0,0.0,0.0,2.6,2.0,51.0,0.0,18.0
1.63,69.0,11.8,11.8,-4.7545630575,18574.150436930217,34.22,0.2,11.03,18.0467295591839,-3.341881563,17.3,1.3,5.0,1.7999999999999998,4.0,2.589,0.0,0.0,0.0,2.4000000000000004,2.0,62.9,0.0,18.0
1.63,69.0,10.8,10.8,-5.2883890365,18574.150436930217,23.32,0.2,11.03,18.0467295591839,-3.89151001,17.3,0.5,5.0,1.7999999999999998,4.0,2.518,0.0,0.0,0.0,2.4000000000000004,0.0,62.9,0.0,18.0
1.63,69.0,11.8,11.8,-4.8354509035,18574.150436930217,33.492,0.2,11.03,18.0467295591839,-3.404246113,17.3,0.3,5.0,1.7999999999999998,4.0,2.5780000000000003,0.0,0.0,0.0,2.4000000000000004,2.0,62.9,0.0,18.0
1.63,69.0,11.8,11.8,-4.6890638120000006,18574.150436930217,30.502,0.2,11.03,18.0467295591839,-3.303537618,17.3,1.3,5.0,1.7999999999999998,4.0,2.584,0.0,0.0,0.0,2.4000000000000004,2.0,62.9,0.0,18.0
1.63,69.0,10.8,10.8,-5.070481815,18574.560849330595,27.491,0.2,11.03,17.6363171588061,-3.680171885,17.3,0.5,5.0,1.7999999999999998,4.0,2.542,0.0,0.0,0.0,2.4000000000000004,0.0,62.9,0.0,18.0
1.63,69.0,10.8,10.8,-5.147554958500001,18574.150436930217,22.99,0.2,11.03,18.0467295591839,-3.760772561000001,17.3,0.5,5.0,1.7999999999999998,4.0,2.521,0.0,0.0,0.0,2.4000000000000004,0.0,62.9,0.0,18.0
1.64,69.0,12.0,12.0,-5.361277649,18574.195033509084,25.04,0.4,14.32,18.0021329803168,-3.9808730090000006,17.3,1.7000000000000002,5.0,1.6,4.0,2.615,1.0,0.1,0.2,2.6,3.0,66.2,1.0,26.0
1.63,69.0,12.0,12.0,-5.537085449999999,18574.150436930217,29.829,0.25,20.428,18.0467295591839,-4.15668081,17.3,1.6,5.0,1.75,4.0,2.605,1.0,0.1,0.25,2.6,3.0,66.2,1.0,26.0
1.63,69.0,11.8,11.8,-5.1456800325,18575.60274197189,20.52,0.2,12.24,16.5944245175099,-3.745299548,16.6,0.4,5.0,1.7999999999999998,4.0,2.576,1.0,0.1,0.2,2.4,3.0,43.0,1.0,18.0
1.64,47.0,11.8,11.8,-4.421920793,18578.35226826842,29.31,0.2,10.004,13.8448982209802,-3.0368819680000003,13.8,1.3,5.0,1.7999999999999998,4.0,2.591,0.0,0.0,0.0,2.4000000000000004,2.0,42.1,0.0,13.0
1.64,47.0,11.8,11.8,-4.489900769,18578.35226826842,29.31,0.2,11.871,13.8448982209802,-3.075599608,13.8,1.3,5.0,1.7999999999999998,4.0,2.607,0.0,0.0,0.0,2.4000000000000004,2.0,39.6,0.0,13.0
1.64,47.0,11.8,11.8,-4.570788615,18578.35226826842,29.31,0.2,11.871,13.8448982209802,-3.137964158,13.8,0.3,5.0,1.7999999999999998,4.0,2.596,0.0,0.0,0.0,2.4000000000000004,2.0,39.6,0.0,5.0
1.64,47.0,11.8,11.8,-4.4244015235,18578.35226826842,29.31,0.2,11.871,13.8448982209802,-3.037255663,13.8,1.3,5.0,1.7999999999999998,4.0,2.6020000000000003,0.0,0.0,0.0,2.4000000000000004,2.0,39.6,0.0,13.0
1.64,47.0,10.8,10.8,-4.8058195265000005,18578.35226826842,27.491,0.2,11.871,13.8448982209802,-3.41388993,13.8,0.5,5.0,1.7999999999999998,4.0,2.56,0.0,0.0,0.0,2.4000000000000004,0.0,39.6,0.0,5.0
1.64,47.0,12.0,12.0,-5.14402154125,18578.35226826842,25.04,0.4,14.32,13.8448982209802,-3.762208427,13.8,1.7000000000000002,5.0,1.6,4.0,2.647,1.0,0.1,0.2,2.6,3.0,9.0,1.0,12.0
1.64,69.0,12.0,12.0,-5.319829342249999,18578.35226826842,29.31,0.2,14.65,13.8448982209802,-3.938016228,13.8,1.6,5.0,1.7999999999999998,4.0,2.637,1.0,0.1,0.2,2.6,3.0,22.0,1.0,18.0
1.64,47.0,11.8,11.8,-4.354954063333,18578.35226826842,25.3,0.4,14.65,13.8448982209802,-2.9536803110000003,13.8,1.3,5.0,1.6,4.0,2.593,0.0,0.0,0.0,2.4,1.0,45.7,0.0,14.0
1.64,47.0,11.8,11.8,-4.7007607885,18578.35226826842,19.174,0.2,11.059,13.8448982209802,-3.299642363,13.8,0.4,5.0,1.7999999999999998,4.0,2.577,1.0,0.1,0.2,2.4,3.0,33.0,1.0,5.0
1.64,47.0,11.8,11.8,-4.62744400675,18578.35226826842,19.174,0.2,11.059,13.8448982209802,-3.232462726,13.8,1.4,5.0,1.7999999999999998,4.0,2.597,1.0,0.1,0.2,2.4,3.0,33.0,1.0,12.0
