n_ws^third_max_value,ShearModulus_max_value,Group_composition_average,Column_composition_average,GSenergy_pa_composition_average,AtomicVolume_difference,ThirdIonizationEnergy_min_value,NsUnfilled_arithmetic_average,SecondIonizationEnergy_min_value,AtomicVolume_min_value,BCCenergy_pa_composition_average,ICSDVolume_min_value,NdValence_composition_average,valence_max_value,NsValence_arithmetic_average,valence_difference,Electronegativity_composition_average,IsBoron_difference,IsBoron_composition_average,IsBoron_arithmetic_average,valence_composition_average,NpUnfilled_difference,ShearModulus_difference,IsBoron_max_value,NValance_difference
1.63,69.0,10.8,10.8,-5.157792154833,18574.150436930217,22.99,0.2,13.13,18.0467295591839,-3.76873709,17.3,0.5,5.0,1.7999999999999998,4.0,2.56,0.0,0.0,0.0,2.4000000000000004,0.0,67.7,0.0,18.0
1.64,69.0,10.8,10.8,-5.284325359666,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.905423143,17.3,0.7,5.0,1.4,4.0,2.549,0.0,0.0,0.0,2.4,0.0,67.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.686729440666,18574.150436930217,25.3,0.4,16.53,18.0467295591839,-3.285082503,17.3,1.3,5.0,1.6,4.0,2.594,0.0,0.0,0.0,2.4,1.0,67.7,0.0,18.0
1.63,69.0,10.8,10.8,-5.460133160666,18574.150436930217,45.72,0.5,31.625,18.0467295591839,-4.081230944,17.3,0.6,5.0,1.5,4.0,2.539,0.0,0.0,0.0,2.4000000000000004,0.0,67.7,0.0,18.0
1.64,69.0,10.8,10.8,-5.168919275666,18578.35226826842,29.31,0.4,14.65,13.8448982209802,-3.790017059,13.8,0.6,5.0,1.6,4.0,2.552,0.0,0.0,0.0,2.4,0.0,67.7,0.0,18.0
1.63,69.0,12.0,12.0,-5.507301962833,18574.150436930217,23.32,0.2,14.925,18.0467295591839,-4.106384913,17.3,1.5,5.0,1.7999999999999998,4.0,2.659,0.0,0.0,0.0,2.6,2.0,67.7,0.0,27.0
1.63,69.0,12.0,12.0,-5.289394741333,18574.560849330595,27.491,0.2,13.58,17.6363171588061,-3.895046788,17.3,1.5,5.0,1.7999999999999998,4.0,2.683,0.0,0.0,0.0,2.6,2.0,67.7,0.0,27.0
1.63,69.0,12.0,12.0,-5.366467884833,18574.150436930217,22.99,0.2,13.13,18.0467295591839,-3.975647464000001,17.3,1.5,5.0,1.7999999999999998,4.0,2.662,0.0,0.0,0.0,2.6,2.0,67.7,0.0,27.0
1.64,69.0,10.8,10.8,-5.254634723833,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.87616838,17.3,0.7,5.0,1.4,4.0,2.5380000000000003,0.0,0.0,0.0,2.7,0.0,67.7,0.0,18.0
1.63,69.0,10.8,10.8,-5.430442524833,18574.150436930217,40.0,0.5,27.28,18.0467295591839,-4.051976181,17.3,0.6,5.0,1.5,4.0,2.528,0.0,0.0,0.0,2.7,0.0,67.7,0.0,18.0
1.63,69.0,12.0,12.0,-5.540503710833001,18574.150436930217,23.32,0.2,14.632,18.0467295591839,-4.1376,17.3,1.5,5.0,1.7999999999999998,4.0,2.622,0.0,0.0,0.0,2.6,2.0,67.7,0.0,18.0
1.63,69.0,12.0,12.0,-5.322596489333,18574.560849330595,27.491,0.2,13.58,17.6363171588061,-3.926261875,17.3,1.5,5.0,1.7999999999999998,4.0,2.646,0.0,0.0,0.0,2.6,2.0,67.7,0.0,18.0
1.63,69.0,12.0,12.0,-5.399669632833,18574.150436930217,22.99,0.2,13.13,18.0467295591839,-4.006862551,17.3,1.5,5.0,1.7999999999999998,4.0,2.625,0.0,0.0,0.0,2.6,2.0,67.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.778854382833,18574.150436930217,34.22,0.2,11.03,18.0467295591839,-3.366273,17.3,1.3,5.0,1.7999999999999998,4.0,2.592,0.0,0.0,0.0,2.4000000000000004,2.0,67.7,0.0,18.0
1.63,69.0,10.8,10.8,-5.312680361832999,18574.150436930217,23.32,0.2,11.03,18.0467295591839,-3.915901447,17.3,0.5,5.0,1.7999999999999998,4.0,2.521,0.0,0.0,0.0,2.4000000000000004,0.0,67.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.859742228833,18574.150436930217,33.492,0.2,11.03,18.0467295591839,-3.42863755,17.3,0.3,5.0,1.7999999999999998,4.0,2.581,0.0,0.0,0.0,2.4000000000000004,2.0,67.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.713355137333,18574.150436930217,30.502,0.2,11.03,18.0467295591839,-3.327929055,17.3,1.3,5.0,1.7999999999999998,4.0,2.587,0.0,0.0,0.0,2.4000000000000004,2.0,67.7,0.0,18.0
1.63,69.0,10.8,10.8,-5.094773140333,18574.560849330595,27.491,0.2,11.03,17.6363171588061,-3.704563322,17.3,0.5,5.0,1.7999999999999998,4.0,2.545,0.0,0.0,0.0,2.4000000000000004,0.0,67.7,0.0,18.0
1.63,69.0,10.8,10.8,-5.171846283833,18574.150436930217,22.99,0.2,11.03,18.0467295591839,-3.785163998,17.3,0.5,5.0,1.7999999999999998,4.0,2.524,0.0,0.0,0.0,2.4000000000000004,0.0,67.7,0.0,18.0
1.64,69.0,12.0,12.0,-5.385568974333,18574.195033509084,25.04,0.4,14.32,18.0021329803168,-4.005264446,17.3,1.7000000000000002,5.0,1.6,4.0,2.6180000000000003,1.0,0.1,0.2,2.6,3.0,67.7,1.0,26.0
1.63,69.0,12.0,12.0,-5.561376775333,18574.150436930217,29.829,0.25,20.428,18.0467295591839,-4.181072247,17.3,1.6,5.0,1.75,4.0,2.608,1.0,0.1,0.25,2.6,3.0,67.7,1.0,26.0
1.63,69.0,11.8,11.8,-5.169971357833,18575.60274197189,20.52,0.2,12.24,16.5944245175099,-3.769690985,16.6,0.4,5.0,1.7999999999999998,4.0,2.579,1.0,0.1,0.2,2.4,3.0,67.7,1.0,18.0
1.39,26.0,12.8,12.8,-4.51535222225,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.0978816590000005,16.6,1.2,3.0,2.0,1.0,2.6260000000000003,1.0,0.2,0.5,2.4,3.0,12.0,1.0,10.0
1.39,26.0,12.8,12.8,-4.480806888,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.0654330950000004,16.6,1.2,3.0,2.0,1.0,2.623,1.0,0.2,0.5,2.4,3.0,12.0,1.0,10.0
1.52,44.0,11.8,11.8,-4.6531220165,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.237950025,16.6,0.3,4.0,2.0,2.0,2.62,1.0,0.1,0.2,2.4000000000000004,3.0,30.0,1.0,4.0
1.52,44.0,13.0,13.0,-4.8949994945,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.476075486,16.6,1.3,4.0,2.0,2.0,2.685,1.0,0.1,0.2,2.6,3.0,30.0,1.0,11.0
1.39,26.0,12.8,12.8,-4.742374363,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.319504596,16.6,0.2,3.0,2.0,1.0,2.6180000000000003,1.0,0.2,0.25,2.4,3.0,12.0,1.0,3.0
1.31,14.0,12.8,12.8,-4.40749010625,18572.58665300632,19.174,0.0,11.059,19.6105134830824,-2.998253458,17.3,2.2,3.0,2.0,1.0,2.643,1.0,0.2,0.5,2.4,3.0,0.0,1.0,10.0
1.52,44.0,11.8,11.8,-4.57980523475,18574.560849330595,19.174,0.0,11.059,17.6363171588061,-3.170770388,17.3,1.3,4.0,2.0,2.0,2.64,1.0,0.1,0.2,2.4000000000000004,3.0,30.0,1.0,11.0
1.52,44.0,13.0,13.0,-4.82168271275,18574.560849330595,19.174,0.0,11.059,17.6363171588061,-3.4088958490000003,17.3,2.3000000000000003,4.0,2.0,2.0,2.705,1.0,0.1,0.2,2.6,3.0,30.0,1.0,11.0
1.39,26.0,12.8,12.8,-4.66905758125,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.252324959,16.6,1.2000000000000002,3.0,2.0,1.0,2.638,1.0,0.2,0.4,2.4,3.0,12.0,1.0,10.0
1.52,44.0,11.8,11.8,-4.5452599005,18574.560849330595,19.174,0.0,11.059,17.6363171588061,-3.138321824,17.3,1.3,4.0,2.0,2.0,2.637,1.0,0.1,0.2,2.4000000000000004,3.0,30.0,1.0,11.0
1.52,44.0,13.0,13.0,-4.787137378500001,18574.560849330595,19.174,0.0,11.059,17.6363171588061,-3.376447285,17.3,2.3000000000000003,4.0,2.0,2.0,2.702,1.0,0.1,0.2,2.6,3.0,30.0,1.0,11.0
1.39,26.0,12.8,12.8,-4.634512247,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.219876395,16.6,1.2000000000000002,3.0,2.0,1.0,2.635,1.0,0.2,0.4,2.4,3.0,12.0,1.0,10.0
1.64,38.0,11.8,11.8,-5.261252579500001,18575.12151853951,19.174,0.4,11.059,17.0756479498908,-3.853976604000001,17.0,1.6,5.0,1.6,3.0,2.6630000000000003,0.0,0.0,0.0,2.5,0.0,24.0,0.0,8.0
1.63,69.0,11.8,11.8,-5.4370603805,18575.12151853951,19.174,0.2,11.059,17.0756479498908,-4.029784405,17.0,1.5,5.0,1.7999999999999998,3.0,2.653,0.0,0.0,0.0,2.5,0.0,55.0,0.0,16.0
1.27,29.0,11.8,11.8,-4.5638380055,18567.18785557081,19.174,0.0,10.004,25.0093109185916,-3.1544913040000004,17.3,1.2,4.0,2.0,2.0,2.595,0.0,0.0,0.0,2.4000000000000004,2.0,24.1,0.0,12.0
1.52,44.0,10.8,10.8,-4.9452560085,18574.560849330595,19.174,0.0,10.004,17.6363171588061,-3.5311255710000005,17.3,0.4,4.0,2.0,2.0,2.553,0.0,0.0,0.0,2.4000000000000004,0.0,39.1,0.0,4.0
1.37,29.0,11.8,11.8,-4.6318179815,18569.536190107043,19.174,0.0,11.059,22.6609763823586,-3.193208944,17.3,1.2,4.0,2.0,2.0,2.611,0.0,0.0,0.0,2.4000000000000004,2.0,21.6,0.0,12.0
1.5,29.0,11.8,11.8,-4.712705827500001,18572.18078877279,19.174,0.0,11.059,20.0163777166128,-3.255573494,17.3,0.2,4.0,2.0,2.0,2.6,0.0,0.0,0.0,2.4000000000000004,2.0,21.6,0.0,4.0
1.27,29.0,11.8,11.8,-4.566318736,18567.18785557081,19.174,0.0,11.059,25.0093109185916,-3.154864999,17.3,1.2,4.0,2.0,2.0,2.606,0.0,0.0,0.0,2.4000000000000004,2.0,21.6,0.0,12.0
1.52,44.0,10.8,10.8,-4.947736739,18574.560849330595,19.174,0.0,11.059,17.6363171588061,-3.531499266,17.3,0.4,4.0,2.0,2.0,2.564,0.0,0.0,0.0,2.4000000000000004,0.0,36.6,0.0,4.0
1.64,38.0,10.8,10.8,-5.0701758695,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.66723885,17.3,0.6000000000000001,5.0,1.6,4.0,2.549,0.0,0.0,0.0,2.4,0.0,24.0,0.0,5.0
1.64,47.0,10.8,10.8,-4.9547697855,18578.35226826842,19.174,0.2,11.059,13.8448982209802,-3.5518327660000004,13.8,0.5,5.0,1.7999999999999998,4.0,2.552,0.0,0.0,0.0,2.4,0.0,33.0,0.0,5.0
1.64,38.0,12.0,12.0,-5.28593875375,18574.195033509084,19.174,0.2,11.059,18.0021329803168,-3.879817763,17.3,1.6,5.0,1.8000000000000005,3.0,2.651,1.0,0.1,0.2,2.6,3.0,24.0,1.0,10.0
1.64,38.0,12.0,12.0,-5.2513934195,18574.195033509084,19.174,0.2,11.059,18.0021329803168,-3.847369199,17.3,1.6,5.0,1.8000000000000005,3.0,2.648,1.0,0.1,0.2,2.6,3.0,24.0,1.0,10.0
1.64,38.0,10.8,10.8,-5.094467194833,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.6916302870000006,17.3,0.6000000000000001,5.0,1.6,4.0,2.552,0.0,0.0,0.0,2.4,0.0,36.7,0.0,5.0
1.27,29.0,11.8,11.8,-4.496871275833,18567.18785557081,19.174,0.2,11.059,25.0093109185916,-3.0712896470000004,17.3,1.2,5.0,1.7999999999999998,4.0,2.597,0.0,0.0,0.0,2.4,1.0,27.7,0.0,14.0
1.39,29.0,11.8,11.8,-4.842678001,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.4172516990000004,16.6,0.3,3.0,2.0,1.0,2.581,1.0,0.1,0.25,2.4,3.0,15.0,1.0,3.0
1.31,29.0,11.8,11.8,-4.76936121925,18572.58665300632,19.174,0.0,11.059,19.6105134830824,-3.350072062,17.3,1.3,3.0,2.0,1.0,2.601,1.0,0.1,0.25,2.4,3.0,15.0,1.0,10.0
1.27,29.0,11.8,11.8,-4.734815885,18567.18785557081,19.174,0.0,11.059,25.0093109185916,-3.317623498,17.3,1.3,3.0,2.0,1.0,2.598,1.0,0.1,0.25,2.4,3.0,15.0,1.0,10.0
1.64,38.0,10.8,10.8,-5.1717019145,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.7685321650000008,17.3,0.6000000000000001,5.0,1.6,4.0,2.568,0.0,0.0,0.0,2.4,0.0,33.8,0.0,5.0
1.63,69.0,10.8,10.8,-5.3475097155,18574.150436930217,19.174,0.2,11.059,18.0467295591839,-3.944339966,17.3,0.5,5.0,1.7999999999999998,4.0,2.558,0.0,0.0,0.0,2.4,0.0,64.8,0.0,18.0
1.64,47.0,10.8,10.8,-5.0562958305,18578.35226826842,19.174,0.2,11.059,13.8448982209802,-3.653126081,13.8,0.5,5.0,1.7999999999999998,4.0,2.571,0.0,0.0,0.0,2.4,0.0,42.8,0.0,5.0
1.52,44.0,10.8,10.8,-4.9071310135,18574.560849330595,19.174,0.0,11.059,17.6363171588061,-3.490140428,17.3,0.4,4.0,2.0,2.0,2.595,0.0,0.0,0.0,2.4000000000000004,0.0,30.0,0.0,4.0
1.41,33.0,10.8,10.8,-4.984204157000001,18568.97487339377,19.174,0.0,11.059,23.2222930956267,-3.570741104000001,17.3,0.4,4.0,2.0,2.0,2.574,0.0,0.0,0.0,2.4000000000000004,0.0,19.0,0.0,4.0
1.64,38.0,10.8,10.8,-5.110737361833,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.7074271570000006,17.3,0.6000000000000001,5.0,1.6,4.0,2.563,0.0,0.0,0.0,2.4,0.0,34.7,0.0,5.0
1.27,29.0,11.8,11.8,-4.513141442833,18567.18785557081,19.174,0.2,11.059,25.0093109185916,-3.0870865170000004,17.3,1.2,5.0,1.7999999999999998,4.0,2.608,0.0,0.0,0.0,2.4,1.0,25.7,0.0,14.0
1.64,47.0,10.8,10.8,-4.995331277833,18578.35226826842,19.174,0.2,11.059,13.8448982209802,-3.5920210730000006,13.8,0.5,5.0,1.7999999999999998,4.0,2.566,0.0,0.0,0.0,2.4,0.0,43.7,0.0,5.0
1.45,30.0,12.0,12.0,-5.333713965,18569.92845529496,19.174,0.0,11.059,22.2687111944408,-3.908388927,17.3,1.4,4.0,2.0,2.0,2.673,0.0,0.0,0.0,2.6,2.0,24.4,0.0,25.0
1.52,44.0,12.0,12.0,-5.1158067435,18574.560849330595,19.174,0.0,11.059,17.6363171588061,-3.6970508020000006,17.3,1.4,4.0,2.0,2.0,2.697,0.0,0.0,0.0,2.6,2.0,38.4,0.0,25.0
1.41,33.0,12.0,12.0,-5.192879887,18568.93122322021,19.174,0.0,11.059,23.2659432691915,-3.777651478,17.3,1.4,4.0,2.0,2.0,2.676,0.0,0.0,0.0,2.6,2.0,27.4,0.0,25.0
1.64,38.0,10.8,10.8,-5.081046726,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.6781723940000006,17.3,0.6000000000000001,5.0,1.6,3.0,2.552,0.0,0.0,0.0,2.7,0.0,24.0,0.0,5.0
1.45,30.0,12.0,12.0,-5.366915713,18569.92845529496,19.174,0.0,11.059,22.2687111944408,-3.939604014,17.3,1.4,4.0,2.0,2.0,2.636,0.0,0.0,0.0,2.6,2.0,16.0,0.0,15.0
1.52,44.0,12.0,12.0,-5.1490084915,18574.560849330595,19.174,0.0,11.059,17.6363171588061,-3.728265889,17.3,1.4,4.0,2.0,2.0,2.66,0.0,0.0,0.0,2.6,2.0,30.0,0.0,11.0
1.41,33.0,12.0,12.0,-5.226081635,18568.93122322021,19.174,0.0,11.059,23.2659432691915,-3.8088665650000006,17.3,1.4,4.0,2.0,2.0,2.639,0.0,0.0,0.0,2.6,2.0,19.0,0.0,11.0
1.37,29.0,11.8,11.8,-4.605266385,18569.536190107043,19.174,0.0,11.03,22.6609763823586,-3.168277014,17.3,1.2,4.0,2.0,2.0,2.606,0.0,0.0,0.0,2.4000000000000004,2.0,22.9,0.0,12.0
1.45,30.0,10.8,10.8,-5.139092364,18569.92845529496,19.174,0.0,11.03,22.2687111944408,-3.717905461,17.3,0.4,4.0,2.0,2.0,2.535,0.0,0.0,0.0,2.4000000000000004,0.0,23.9,0.0,16.0
1.5,29.0,11.8,11.8,-4.686154231,18572.18078877279,19.174,0.0,11.03,20.0163777166128,-3.230641564,17.3,0.2,4.0,2.0,2.0,2.595,0.0,0.0,0.0,2.4000000000000004,2.0,22.9,0.0,4.0
1.27,29.0,11.8,11.8,-4.5397671395,18567.18785557081,19.174,0.0,11.03,25.0093109185916,-3.129933069,17.3,1.2,4.0,2.0,2.0,2.601,0.0,0.0,0.0,2.4000000000000004,2.0,22.9,0.0,12.0
1.52,44.0,10.8,10.8,-4.921185142500001,18574.560849330595,19.174,0.0,11.03,17.6363171588061,-3.506567336,17.3,0.4,4.0,2.0,2.0,2.559,0.0,0.0,0.0,2.4000000000000004,0.0,37.9,0.0,4.0
1.41,33.0,10.8,10.8,-4.998258286,18568.93122322021,19.174,0.0,11.03,23.2659432691915,-3.587168012,17.3,0.4,4.0,2.0,2.0,2.5380000000000003,0.0,0.0,0.0,2.4000000000000004,0.0,26.9,0.0,4.0
1.64,38.0,12.0,12.0,-5.2119809765000005,18574.195033509084,19.174,0.2,11.059,18.0021329803168,-3.80726846,17.3,1.6,5.0,1.8000000000000005,3.0,2.632,1.0,0.1,0.2,2.6,3.0,35.2,1.0,24.0
1.63,69.0,12.0,12.0,-5.3877887775,18574.150436930217,19.174,0.0,11.059,18.0467295591839,-3.983076261,17.3,1.5,5.0,2.0,3.0,2.622,1.0,0.1,0.2,2.6,3.0,66.2,1.0,24.0
1.39,29.0,11.8,11.8,-4.99638336,18575.60274197189,19.174,0.0,11.059,16.5944245175099,-3.571694999,16.6,0.3,3.0,2.0,1.0,2.593,1.0,0.1,0.2,2.4,3.0,15.0,1.0,3.0
1.64,38.0,11.8,11.8,-5.3362674960000005,18575.12151853951,25.04,0.75,14.32,17.0756479498908,-3.9530666670000008,17.0,1.8,5.0,1.25,4.0,2.675,0.0,0.0,0.0,2.5,0.0,33.8,0.0,10.0
1.64,38.0,11.8,11.8,-4.706832898,18574.195033509084,25.04,0.4,11.871,18.0021329803168,-3.2922990070000004,17.3,1.4,5.0,1.6,4.0,2.623,0.0,0.0,0.0,2.4000000000000004,2.0,33.8,0.0,13.0
1.64,38.0,11.8,11.8,-4.7877207440000005,18574.195033509084,25.04,0.4,11.871,18.0021329803168,-3.3546635570000003,17.3,0.4,5.0,1.6,4.0,2.612,0.0,0.0,0.0,2.4000000000000004,2.0,33.8,0.0,5.0
1.64,38.0,11.8,11.8,-4.6413336525,18574.195033509084,25.04,0.4,11.871,18.0021329803168,-3.253955062,17.3,1.4,5.0,1.6,4.0,2.6180000000000003,0.0,0.0,0.0,2.4000000000000004,2.0,33.8,0.0,13.0
1.64,44.0,10.8,10.8,-5.0227516555000005,18574.560849330595,25.04,0.4,11.871,17.6363171588061,-3.630589329,17.3,0.6000000000000001,5.0,1.6,4.0,2.576,0.0,0.0,0.0,2.4000000000000004,0.0,39.8,0.0,5.0
1.64,38.0,11.8,11.8,-4.9176929175,18575.60274197189,19.174,0.4,11.059,16.5944245175099,-3.5163417620000006,16.6,0.5,5.0,1.6,4.0,2.593,1.0,0.1,0.2,2.4,3.0,33.8,1.0,5.0
1.64,38.0,11.8,11.8,-4.84437613575,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.4491621250000004,17.3,1.5,5.0,1.6,4.0,2.613,1.0,0.1,0.2,2.4,3.0,33.8,1.0,12.0
1.64,38.0,11.8,11.8,-4.8098308015,18574.195033509084,19.174,0.4,11.059,18.0021329803168,-3.4167135610000003,17.3,1.5,5.0,1.6,4.0,2.6100000000000003,1.0,0.1,0.2,2.4,3.0,33.8,1.0,12.0
1.64,44.0,10.8,10.8,-4.98214593,18574.560849330595,25.04,0.4,13.58,17.6363171588061,-3.5892304910000004,17.3,0.6000000000000001,5.0,1.6,4.0,2.607,0.0,0.0,0.0,2.4000000000000004,0.0,39.8,0.0,5.0
1.64,44.0,12.0,12.0,-5.224023408000001,18574.560849330595,25.04,0.4,13.58,17.6363171588061,-3.827355952,17.3,1.6,5.0,1.6,4.0,2.672,0.0,0.0,0.0,2.6,2.0,39.8,0.0,13.0
1.64,38.0,11.8,11.8,-4.6802813015,18574.195033509084,25.04,0.4,11.03,18.0021329803168,-3.2673670770000003,17.3,1.4,5.0,1.6,4.0,2.618,0.0,0.0,0.0,2.4000000000000004,2.0,33.8,0.0,13.0
1.64,38.0,11.8,11.8,-4.614782056,18574.195033509084,25.04,0.4,11.03,18.0021329803168,-3.229023132,17.3,1.4,5.0,1.6,4.0,2.613,0.0,0.0,0.0,2.4000000000000004,2.0,33.8,0.0,13.0
1.64,38.0,11.8,11.8,-5.0713982765,18575.60274197189,20.52,0.4,12.24,16.5944245175099,-3.670785062,16.6,0.5,5.0,1.6,4.0,2.605,1.0,0.1,0.2,2.4,3.0,33.8,1.0,5.0
1.64,69.0,11.8,11.8,-5.512075297,18575.12151853951,25.04,0.6000000000000001,14.32,17.0756479498908,-4.128874468,17.0,1.7000000000000002,5.0,1.4,4.0,2.665,0.0,0.0,0.0,2.5,0.0,64.8,0.0,18.0
1.63,69.0,11.8,11.8,-5.687883098,18575.12151853951,34.83,0.5,21.49,17.0756479498908,-4.304682269,17.0,1.6,5.0,1.5,4.0,2.655,0.0,0.0,0.0,2.5,0.0,64.8,0.0,18.0
1.63,69.0,11.8,11.8,-4.814660723,18574.150436930217,30.502,0.2,10.004,18.0467295591839,-3.429389168,17.3,1.3,5.0,1.7999999999999998,4.0,2.597,0.0,0.0,0.0,2.4000000000000004,2.0,64.8,0.0,18.0
1.63,69.0,10.8,10.8,-5.196078726,18574.560849330595,27.491,0.2,10.004,17.6363171588061,-3.806023435,17.3,0.5,5.0,1.7999999999999998,4.0,2.555,0.0,0.0,0.0,2.4000000000000004,0.0,64.8,0.0,18.0
1.63,69.0,11.8,11.8,-4.882640699,18574.150436930217,34.22,0.2,11.871,18.0467295591839,-3.468106808,17.3,1.3,5.0,1.7999999999999998,4.0,2.613,0.0,0.0,0.0,2.4000000000000004,2.0,64.8,0.0,18.0
1.63,69.0,10.8,10.8,-5.416466678,18574.150436930217,23.32,0.2,11.871,18.0467295591839,-4.017735255,17.3,0.5,5.0,1.7999999999999998,4.0,2.542,0.0,0.0,0.0,2.4000000000000004,0.0,64.8,0.0,18.0
1.63,69.0,11.8,11.8,-4.963528545,18574.150436930217,33.492,0.2,11.871,18.0467295591839,-3.530471358,17.3,0.3,5.0,1.7999999999999998,4.0,2.6020000000000003,0.0,0.0,0.0,2.4000000000000004,2.0,64.8,0.0,18.0
1.63,69.0,11.8,11.8,-4.8171414535,18574.150436930217,30.502,0.2,11.871,18.0467295591839,-3.429762863,17.3,1.3,5.0,1.7999999999999998,4.0,2.608,0.0,0.0,0.0,2.4000000000000004,2.0,64.8,0.0,18.0
1.63,69.0,10.8,10.8,-5.1985594565,18574.560849330595,27.491,0.2,11.871,17.6363171588061,-3.80639713,17.3,0.5,5.0,1.7999999999999998,4.0,2.566,0.0,0.0,0.0,2.4000000000000004,0.0,64.8,0.0,18.0
1.64,69.0,10.8,10.8,-5.320998587,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.942136714,17.3,0.7,5.0,1.4,4.0,2.551,0.0,0.0,0.0,2.4,0.0,64.8,0.0,18.0
1.64,69.0,10.8,10.8,-5.205592503,18578.35226826842,29.31,0.4,14.65,13.8448982209802,-3.82673063,13.8,0.6,5.0,1.6,4.0,2.5540000000000003,0.0,0.0,0.0,2.4,0.0,64.8,0.0,18.0
1.64,69.0,12.0,12.0,-5.53676147125,18574.195033509084,25.04,0.4,14.32,18.0021329803168,-4.154715627,17.3,1.7000000000000002,5.0,1.6,4.0,2.653,1.0,0.1,0.2,2.6,3.0,64.8,1.0,18.0
1.63,69.0,12.0,12.0,-5.71256927225,18574.150436930217,30.71,0.25,20.51,18.0467295591839,-4.330523427999999,17.3,1.6,5.0,1.75,4.0,2.643,1.0,0.1,0.25,2.6,3.0,64.8,1.0,18.0
1.64,69.0,10.8,10.8,-5.345289912333,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.966528151,17.3,0.7,5.0,1.4,4.0,2.5540000000000003,0.0,0.0,0.0,2.4,0.0,67.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.747693993333,18574.150436930217,25.3,0.4,16.53,18.0467295591839,-3.346187511,17.3,1.3,5.0,1.6,4.0,2.599,0.0,0.0,0.0,2.4,1.0,67.7,0.0,18.0
1.63,69.0,11.8,11.8,-5.0935007185,18575.60274197189,19.174,0.2,11.059,16.5944245175099,-3.692149563,16.6,0.4,5.0,1.7999999999999998,4.0,2.583,1.0,0.1,0.2,2.4,3.0,64.8,1.0,18.0
1.63,69.0,11.8,11.8,-5.02018393675,18574.150436930217,19.174,0.2,11.059,18.0467295591839,-3.624969926,17.3,1.4,5.0,1.7999999999999998,4.0,2.603,1.0,0.1,0.2,2.4,3.0,64.8,1.0,18.0
1.63,69.0,11.8,11.8,-4.9856386025,18574.150436930217,19.174,0.2,11.059,18.0467295591839,-3.5925213620000003,17.3,1.4,5.0,1.7999999999999998,4.0,2.6,1.0,0.1,0.2,2.4,3.0,64.8,1.0,18.0
1.64,69.0,10.8,10.8,-5.422524632,18574.195033509084,25.04,0.5,14.32,18.0021329803168,-4.0434300290000005,17.3,0.7,5.0,1.5,4.0,2.5700000000000003,0.0,0.0,0.0,2.4,0.0,64.8,0.0,18.0
1.64,69.0,10.8,10.8,-5.307118548,18578.35226826842,29.31,0.25,14.65,13.8448982209802,-3.928023945,13.8,0.6,5.0,1.75,4.0,2.573,0.0,0.0,0.0,2.4,0.0,64.8,0.0,18.0
1.63,69.0,10.8,10.8,-5.157953731,18574.560849330595,27.491,0.2,13.58,17.6363171588061,-3.765038292,17.3,0.5,5.0,1.7999999999999998,4.0,2.597,0.0,0.0,0.0,2.4000000000000004,0.0,64.8,0.0,18.0
1.63,69.0,10.8,10.8,-5.2350268745,18574.150436930217,22.99,0.2,13.13,18.0467295591839,-3.845638968,17.3,0.5,5.0,1.7999999999999998,4.0,2.576,0.0,0.0,0.0,2.4000000000000004,0.0,64.8,0.0,18.0
1.64,69.0,10.8,10.8,-5.3615600793330005,18574.195033509084,25.04,0.6000000000000001,14.32,18.0021329803168,-3.982325021,17.3,0.7,5.0,1.4,4.0,2.565,0.0,0.0,0.0,2.4,0.0,65.7,0.0,18.0
1.63,69.0,11.8,11.8,-4.763964160333,18574.150436930217,25.3,0.4,16.53,18.0467295591839,-3.361984381,17.3,1.3,5.0,1.6,4.0,2.61,0.0,0.0,0.0,2.4,1.0,65.7,0.0,18.0
1.63,69.0,10.8,10.8,-5.537367880332999,18574.150436930217,54.934,0.5,35.117,18.0467295591839,-4.158132822,17.3,0.6,5.0,1.5,4.0,2.555,0.0,0.0,0.0,2.4000000000000004,0.0,65.7,0.0,18.0
